ID,Time,State
0,0.06723778542948632,1
0,0.09597485751071153,1
0,0.12840651857400373,1
0,0.08884293081078959,0
0,0.017236797703826454,1
0,0.04142719971495457,0
0,0.060835676140441775,0
0,0.14740930981852776,0
0,0.167079439827748,1
0,0.03147147525189556,0
1,0.004968788531962705,1
1,0.053293651962532565,0
1,0.009651801128417029,1
1,0.03048332703605733,1
1,0.06638471310209446,0
1,0.015776033078408927,1
1,0.1021635631003995,0
1,0.014436258946810497,1
1,0.33924462590246196,1
1,0.037562012730767716,0
2,0.03951811328208232,1
2,0.22774260421673156,0
2,0.5404083467427436,0
2,0.010541775279632345,1
2,0.1244625928538286,1
2,0.08656719159933775,0
2,0.11748287413740154,0
2,0.1996826430920634,1
2,0.05975975335994709,1
2,0.10746790512691595,0
3,0.03535447307255651,1
3,0.014017522819624196,1
3,0.06477811805559093,0
3,0.45733057346998296,1
3,0.040897175945409064,1
3,0.019462973334769346,1
3,0.058580089535660664,0
3,0.06769213659128215,1
3,0.03638618673069476,0
3,0.24097479304202274,0
4,0.021460964952152665,0
4,0.14254178110884028,0
4,0.10235577729249797,1
4,0.3566478760015271,1
4,0.11519119147622381,0
4,0.05284980067354113,0
4,0.12539878956421344,1
4,0.06759543835987696,0
4,0.43413128766899595,1
4,0.3302626971706799,1
5,0.02446531950030919,1
5,0.02143744522917154,1
5,0.0535243521033605,1
5,0.061210309683403956,0
5,0.15324405096610794,0
5,0.06922647175316272,0
5,0.09047743285921706,1
5,0.25173581506157733,1
5,0.053053964822302214,1
5,0.053615546123845594,1
6,0.07553868934120597,0
6,0.02186767955671588,0
6,0.05402675765240426,1
6,0.12432030442705991,0
6,0.015009455687755703,1
6,0.009406884087957135,0
6,0.06256146033856605,0
6,0.017157773924665463,1
6,0.2420313204877975,1
6,0.08117769174618861,1
7,0.11538446507115581,0
7,0.11580125393382101,1
7,0.15062545305165453,0
7,0.013037261082576352,0
7,0.07262346101160896,1
7,0.0032108575734070967,0
7,0.09997016226647133,0
7,0.1991857270316179,1
7,0.1620064688117187,0
7,0.05412995405001916,0
8,0.12048582884180803,1
8,0.07350556198860529,1
8,0.021637712152722574,0
8,0.10813078548139338,0
8,0.03218653490971687,1
8,0.10189682146066731,0
8,0.008380510023153324,1
8,0.07556215382911058,0
8,0.08050993047122985,1
8,0.011675169933270849,1
9,0.021016620610991025,0
9,0.010082662513525357,1
9,0.1120830245455466,1
9,0.06447942096025573,1
9,0.004509385352343166,0
9,0.08766604704313445,0
9,0.013323721563095981,1
9,0.06822361317027965,1
9,0.028054150357278308,0
9,0.1419454627504486,1
